id,last_name,marital_status,gender,annual_income, industry ,zip_code,age_at_issue,member_type,add_members,annual_fee,payment_type,status,start_month,start_day,start_year,end_month,end_day,end_year
A02626,Arnold,Married,M,94182,Energy,80216,41,Silver,1,7000,ANNUAL,ACTIVE,1,11,2010,,,
A01177,Hampton,Married,M,61164,Consumer Discretionary,80216,57,Platinum,2,15000,ANNUAL,ACTIVE,1,9,2009,,,
A00139,Burgess,Single,M,70271,Industrials,80216,26,Bronze,0,5000,ANNUAL,ACTIVE,1,9,2008,,,
A05171,Meyer,Married,M,61272,Real Estate,80216,60,Bronze,1,5000,ANNUAL,ACTIVE,1,6,2011,,,
A01194,Banks,Single,M,71256,Utilities,80216,24,Silver,0,7000,ANNUAL,ACTIVE,1,6,2009,,,
A07807,Graham,Married,M,99547,Health Care,80218,35,Silver,3,7000,ANNUAL,ACTIVE,12,31,2012,,,
A07872,Simmons,Single,M,56692,Consumer Discretionary,80218,41,Platinum,0,15000,ANNUAL,ACTIVE,12,31,2012,,,
A07822,Lawson,Married,F,95740,Unclassified,80218,45,Platinum,1,15000,SEMI-ANNUAL,ACTIVE,12,31,2012,,,
A07803,Dawson,Single,M,118031,Utilities,80218,58,Silver,0,7000,ANNUAL,ACTIVE,12,31,2012,,,
A00114,Harrison,Married,M,48819,Real Estate,80218,34,Bronze,2,5000,SEMI-ANNUAL,ACTIVE,12,31,2007,,,
A05065,Scott,Married,M,108218,Unclassified,80218,48,Gold,2,9000,ANNUAL,ACTIVE,12,29,2010,,,
A01116,Patton,Married,M,58822,Industrials,80218,29,Bronze,2,5000,ANNUAL,ACTIVE,12,29,2008,,,
A06216,Gordon,Single,M,78625,Health Care,80218,40,Platinum,0,15000,ANNUAL,ACTIVE,12,28,2011,,,
A01073,Leonard,Married,M,110651,Unclassified,80218,25,Silver,1,7000,SEMI-ANNUAL,ACTIVE,12,23,2008,,,
A01067,Nguyen,Married,M,81049,Information Technology,80218,71,Platinum,1,15000,QUARTERLY,ACTIVE,12,22,2008,,,
A07737,Vargas,Married,M,81758,Health Care,80218,40,Gold,1,9000,ANNUAL,ACTIVE,12,20,2012,,,
A07700,Gonzales,Married,M,64918,Industrials,80218,40,Bronze,1,5000,ANNUAL,ACTIVE,12,17,2012,,,
A07692,Evans,Married,M,68510,Health Care,80218,41,Platinum,3,15000,MONTHLY,ACTIVE,12,17,2012,,,
A02457,Yates,Widowed,F,94148,Consumer Discretionary,80218,64,Gold,0,9000,SEMI-ANNUAL,ACTIVE,12,16,2009,,,
A01006,Jackson,Married,M,86794,Real Estate,80218,47,Gold,1,9000,SEMI-ANNUAL,ACTIVE,12,5,2008,,,
A02418,Barber,Married,M,62142,Energy,80218,42,Bronze,3,5000,SEMI-ANNUAL,ACTIVE,12,2,2009,,,
A10359,Horton,Married,M,72017,Real Estate,80218,61,Platinum,1,15000,MONTHLY,ACTIVE,11,29,2013,,,
A05040,Pope,Married,M,60654,Unclassified,80218,53,Bronze,2,5000,MONTHLY,ACTIVE,11,29,2010,,,
A06131,Farmer,Married,M,79151,Telecommunication Services,80218,53,Bronze,3,5000,SEMI-ANNUAL,ACTIVE,11,28,2011,,,
A10285,Austin,Married,M,39848,Information Technology,80218,33,Gold,1,9000,ANNUAL,ACTIVE,11,25,2013,,,
A02361,Hunter,Married,M,105192,Consumer Discretionary,80218,48,Silver,2,7000,ANNUAL,ACTIVE,11,25,2009,,,
A06100,Lloyd,Married,M,117976,Financials,80218,46,Bronze,2,5000,SEMI-ANNUAL,ACTIVE,11,18,2011,,,
A02257,Hansen,Married,M,80951,Materials,80218,37,Gold,3,9000,ANNUAL,ACTIVE,11,16,2009,,,
A06085,Torres,Single,M,86114,Industrials,80218,24,Gold,0,9000,MONTHLY,ACTIVE,11,11,2011,,,
A07509,Armstrong,Married,M,37271,Consumer Staples,80218,56,Gold,3,9000,SEMI-ANNUAL,ACTIVE,11,7,2012,,,
A02297,Walters,Married,F,90730,Information Technology,80218,61,Bronze,1,5000,QUARTERLY,ACTIVE,11,4,2009,,,
A10139,Rhodes,Married,M,51986,Unclassified,80218,50,Silver,2,7000,ANNUAL,ACTIVE,10,31,2013,,,
A06045,Holloway,Married,M,61856,Consumer Staples,80218,35,Platinum,2,15000,SEMI-ANNUAL,ACTIVE,10,31,2011,,,
A10143,Carlson,Married,M,110709,Materials,80218,46,Gold,3,9000,ANNUAL,ACTIVE,10,30,2013,,,
A07484,Harrington,Married,M,46906,Health Care,80218,42,Bronze,1,5000,ANNUAL,ACTIVE,10,30,2012,,,
A04952,Stewart,Single,F,42773,Utilities,80218,55,Bronze,0,5000,ANNUAL,ACTIVE,10,29,2010,,,
A02266,Oliver,Married,M,59625,Utilities,80218,27,Silver,1,7000,ANNUAL,ACTIVE,10,29,2009,,,
A00911,Bowers,Married,M,65644,Consumer Staples,80218,38,Silver,3,7000,ANNUAL,ACTIVE,10,29,2008,,,
A04942,Wong,Married,M,47423,Telecommunication Services,80218,53,Platinum,1,15000,ANNUAL,ACTIVE,10,28,2010,,,
A02219,Rose,Married,M,73324,Financials,80218,36,Bronze,1,5000,ANNUAL,ACTIVE,10,22,2009,,,
A07426,Gregory,Divorced,M,60988,Real Estate,80218,71,Gold,0,9000,ANNUAL,ACTIVE,10,11,2012,,,
A10008,Powers,Married,M,89174,Health Care,80218,37,Bronze,3,5000,ANNUAL,ACTIVE,10,9,2013,,,
A09986,Jimenez,Married,M,45698,Health Care,80218,55,Gold,3,9000,SEMI-ANNUAL,ACTIVE,10,7,2013,,,
A09967,Santos,Married,F,72323,Energy,80218,50,Gold,3,9000,MONTHLY,ACTIVE,9,30,2013,,,
A09845,Jacobs,Married,M,111228,Information Technology,80218,52,Silver,2,7000,MONTHLY,ACTIVE,9,30,2013,,,
A09905,Atkins,Married,M,46807,Industrials,80218,52,Gold,1,9000,MONTHLY,ACTIVE,9,30,2013,,,
A07418,Daniels,Married,M,84502,Real Estate,80218,39,Platinum,3,15000,ANNUAL,ACTIVE,9,28,2012,,,
A00821,King,Married,M,50231,Consumer Staples,80218,35,Platinum,3,15000,ANNUAL,ACTIVE,9,26,2008,,,
A09792,Castillo,Married,F,92821,Utilities,80218,29,Silver,1,7000,ANNUAL,ACTIVE,9,24,2013,,,
A09727,Long,Married,M,48709,Utilities,80218,35,Bronze,1,5000,SEMI-ANNUAL,ACTIVE,9,20,2013,,,
A07371,Quinn,Married,M,83237,Energy,80218,52,Bronze,3,5000,MONTHLY,ACTIVE,9,18,2012,,,
A00692,Stanley,Married,M,51804,Telecommunication Services,80218,34,Platinum,1,15000,SEMI-ANNUAL,ACTIVE,9,16,2008,,,
A09667,Marsh,Single,F,81061,Consumer Staples,80218,48,Bronze,0,5000,ANNUAL,ACTIVE,9,13,2013,,,
A02070,Delgado,Married,M,114228,Health Care,80218,44,Bronze,3,5000,SEMI-ANNUAL,ACTIVE,9,9,2009,,,
A00760,Young,Single,M,66561,Unclassified,80218,37,Gold,0,9000,SEMI-ANNUAL,ACTIVE,9,9,2008,,,
A04844,Nichols,Married,M,43820,Energy,80218,46,Platinum,3,15000,ANNUAL,ACTIVE,9,8,2010,,,
A04624,Gray,Married,M,110073,Telecommunication Services,80218,36,Silver,3,7000,ANNUAL,ACTIVE,8,31,2010,,,
A04740,Yates,Married,M,116106,Consumer Discretionary,80218,41,Gold,2,9000,ANNUAL,ACTIVE,8,31,2010,,,
A04683,Wong,Married,F,105723,Financials,80218,54,Bronze,1,5000,MONTHLY,ACTIVE,8,31,2010,,,
A04609,Bush,Single,F,95787,Energy,80218,58,Gold,0,9000,ANNUAL,ACTIVE,8,31,2010,,,
A04698,Mack,Married,M,59843,Telecommunication Services,80218,61,Gold,3,9000,ANNUAL,ACTIVE,8,31,2010,,,
A05908,Erickson,Married,F,75977,Health Care,80218,33,Silver,1,7000,ANNUAL,ACTIVE,8,30,2011,,,
A04610,Becker,Single,M,109063,Unclassified,80218,24,Platinum,0,15000,ANNUAL,ACTIVE,8,30,2010,,,
A04582,Lawson,Married,M,109350,Consumer Staples,80218,42,Platinum,3,15000,MONTHLY,ACTIVE,8,30,2010,,,
A04580,Stokes,Married,M,60736,Consumer Staples,80218,62,Bronze,1,5000,ANNUAL,ACTIVE,8,30,2010,,,
A09615,Sharp,Married,M,100368,Utilities,80218,49,Silver,2,7000,ANNUAL,ACTIVE,8,29,2013,,,
A05904,Gardner,Married,M,105284,Consumer Staples,80218,55,Bronze,3,5000,MONTHLY,ACTIVE,8,29,2011,,,
A02013,Nash,Married,M,42444,Health Care,80218,44,Silver,1,7000,ANNUAL,ACTIVE,8,28,2009,,,
A07321,Glover,Married,M,97205,Financials,80218,34,Silver,1,7000,MONTHLY,ACTIVE,8,27,2012,,,
A04539,Dixon,Single,M,66699,Telecommunication Services,80218,20,Silver,0,7000,ANNUAL,ACTIVE,8,27,2010,,,
A04445,Butler,Married,F,95065,Telecommunication Services,80218,33,Platinum,1,15000,ANNUAL,ACTIVE,8,27,2010,,,
A02007,Valdez,Married,M,41165,Utilities,80218,53,Silver,3,7000,MONTHLY,ACTIVE,8,26,2009,,,
A09563,King,Married,M,91919,Consumer Discretionary,80218,35,Bronze,1,5000,QUARTERLY,ACTIVE,8,23,2013,,,
A04456,Watkins,Married,M,65091,Utilities,80218,50,Bronze,1,5000,ANNUAL,ACTIVE,8,23,2010,,,
A09456,Johnson,Married,F,37054,Consumer Discretionary,80218,68,Platinum,3,15000,MONTHLY,ACTIVE,8,16,2013,,,
A07287,Gardner,Married,F,66425,Consumer Discretionary,80218,51,Bronze,1,5000,MONTHLY,ACTIVE,8,14,2012,,,
A09461,Wood,Married,F,102972,Financials,80218,48,Bronze,3,5000,ANNUAL,ACTIVE,8,12,2013,,,
A09407,Long,Married,M,35304,Industrials,80218,37,Bronze,2,5000,ANNUAL,ACTIVE,7,31,2013,,,
A07257,Edwards,Married,F,115477,Materials,80218,51,Silver,2,7000,MONTHLY,ACTIVE,7,31,2012,,,
A01943,Roy,Married,F,40177,Utilities,80218,44,Silver,3,7000,ANNUAL,ACTIVE,7,31,2009,,,
A09309,Castillo,Married,M,103551,Consumer Staples,80218,55,Gold,2,9000,ANNUAL,ACTIVE,7,30,2013,,,
A04348,Alvarez,Married,M,65663,Financials,80218,44,Bronze,2,5000,SEMI-ANNUAL,ACTIVE,7,30,2010,,,
A04308,Paul,Married,M,119746,Materials,80218,57,Bronze,2,5000,ANNUAL,ACTIVE,7,30,2010,,,
A04245,Harris,Married,M,58825,Materials,80218,59,Silver,2,7000,ANNUAL,ACTIVE,7,30,2010,,,
A09297,Bryan,Married,M,55084,Telecommunication Services,80218,44,Platinum,3,15000,ANNUAL,ACTIVE,7,29,2013,,,
A07134,Richardson,Married,F,66212,Telecommunication Services,80218,39,Bronze,3,5000,MONTHLY,ACTIVE,7,25,2012,,,
A07195,Watts,Married,M,75510,Unclassified,80218,49,Silver,3,7000,ANNUAL,ACTIVE,7,25,2012,,,
A07187,Townsend,Married,F,78135,Financials,80218,61,Platinum,3,15000,MONTHLY,ACTIVE,7,25,2012,,,
A04252,Graves,Married,M,85854,Information Technology,80218,43,Bronze,1,5000,MONTHLY,ACTIVE,7,22,2010,,,
A00615,Boone,Single,M,81848,Energy,80218,36,Platinum,0,15000,ANNUAL,ACTIVE,7,22,2008,,,
A07188,Lane,Single,F,79618,Industrials,80218,49,Gold,0,9000,MONTHLY,ACTIVE,7,20,2012,,,
A09247,Holmes,Married,F,96509,Consumer Staples,80218,33,Bronze,3,5000,ANNUAL,ACTIVE,7,8,2013,,,
A04173,Patterson,Married,M,64595,Energy,80218,29,Platinum,2,15000,MONTHLY,ACTIVE,7,2,2010,,,
A01785,Hill,Married,M,103245,Health Care,80218,51,Bronze,1,5000,ANNUAL,ACTIVE,6,29,2009,,,
A00555,Webb,Married,M,80718,Consumer Staples,80218,45,Silver,3,7000,ANNUAL,ACTIVE,6,27,2008,,,
A09164,Floyd,Married,F,66328,Consumer Discretionary,80218,44,Silver,2,7000,ANNUAL,ACTIVE,6,24,2013,,,
A04076,Hunt,Married,M,72538,Real Estate,80218,30,Silver,2,7000,ANNUAL,ACTIVE,6,24,2010,,,
A09156,Delgado,Widowed,F,83871,Real Estate,80218,59,Bronze,0,5000,ANNUAL,ACTIVE,6,21,2013,,,
A05797,Nguyen,Married,M,81925,Unclassified,80218,39,Silver,1,7000,ANNUAL,ACTIVE,6,20,2011,,,
A01775,Peterson,Single,M,95594,Unclassified,80218,24,Gold,0,9000,QUARTERLY,ACTIVE,6,17,2009,,,
A09112,Vaughn,Married,F,107222,Telecommunication Services,80218,38,Silver,1,7000,SEMI-ANNUAL,ACTIVE,6,13,2013,,,
A07038,Nichols,Married,M,58108,Materials,80218,52,Platinum,1,15000,SEMI-ANNUAL,ACTIVE,6,12,2012,,,
A09087,Erickson,Married,M,77343,Financials,80218,55,Silver,1,7000,ANNUAL,ACTIVE,6,5,2013,,,
A07022,Wagner,Married,F,107095,Consumer Discretionary,80218,37,Gold,3,9000,MONTHLY,ACTIVE,5,31,2012,,,
A01700,Snyder,Married,M,103965,Real Estate,80218,47,Bronze,1,5000,SEMI-ANNUAL,ACTIVE,5,29,2009,,,
A01686,Hanson,Married,M,37115,Materials,80218,52,Silver,3,7000,ANNUAL,ACTIVE,5,28,2009,,,
A03948,Lewis,Married,F,58046,Materials,80218,33,Silver,1,7000,ANNUAL,ACTIVE,5,27,2010,,,
A00500,Valdez,Married,M,97287,Information Technology,80218,30,Bronze,1,5000,MONTHLY,ACTIVE,5,23,2008,,,
A03885,Walters,Married,F,64460,Utilities,80218,69,Bronze,3,5000,ANNUAL,ACTIVE,5,12,2010,,,
A01670,Sullivan,Married,F,72445,Health Care,80218,38,Silver,3,7000,QUARTERLY,ACTIVE,5,7,2009,,,
A03868,Hughes,Married,M,79247,Health Care,80218,63,Platinum,3,15000,ANNUAL,ACTIVE,5,6,2010,,,
A08761,Berry,Widowed,F,40809,Information Technology,80218,47,Silver,0,7000,MONTHLY,ACTIVE,4,30,2013,,,
A08938,Benson,Married,F,49448,Information Technology,80218,56,Gold,3,9000,ANNUAL,ACTIVE,4,30,2013,,,
A03729,Cain,Married,M,107125,Consumer Discretionary,80218,42,Silver,1,7000,SEMI-ANNUAL,ACTIVE,4,30,2010,,,
A01649,Patrick,Single,M,59515,Consumer Discretionary,80218,27,Bronze,0,5000,ANNUAL,ACTIVE,4,29,2009,,,
A01652,Nguyen,Married,M,43286,Unclassified,80218,29,Gold,2,9000,ANNUAL,ACTIVE,4,29,2009,,,
A03802,Peters,Married,M,50382,Consumer Discretionary,80218,77,Bronze,1,5000,ANNUAL,ACTIVE,4,28,2010,,,
A03715,Allen,Married,M,99614,Materials,80218,40,Silver,1,7000,ANNUAL,ACTIVE,4,26,2010,,,
A08905,Weaver,Married,M,110260,Health Care,80218,45,Silver,1,7000,MONTHLY,ACTIVE,4,23,2013,,,
A03786,Marshall,Married,M,85450,Industrials,80218,57,Bronze,3,5000,ANNUAL,ACTIVE,4,22,2010,,,
A01634,Fox,Married,M,49466,Utilities,80218,70,Platinum,1,15000,ANNUAL,ACTIVE,4,20,2009,,,
A03747,Harper,Single,M,77770,Energy,80218,22,Gold,0,9000,ANNUAL,ACTIVE,4,15,2010,,,
A08566,Montgomery,Married,M,107043,Information Technology,80218,59,Silver,1,7000,ANNUAL,ACTIVE,4,12,2013,,,
A00376,Hawkins,Single,M,40752,Unclassified,80218,25,Gold,0,9000,MONTHLY,ACTIVE,4,11,2008,,,
A03722,Curry,Married,M,91115,Real Estate,80218,60,Silver,3,7000,ANNUAL,ACTIVE,4,9,2010,,,
A00437,Parks,Single,M,52671,Energy,80218,24,Gold,0,9000,MONTHLY,ACTIVE,4,9,2008,,,
A08710,Cross,Married,F,68594,Consumer Staples,80218,35,Bronze,2,5000,ANNUAL,ACTIVE,3,31,2013,,,
A08763,Duncan,Single,M,86659,Financials,80218,42,Bronze,0,5000,ANNUAL,ACTIVE,3,31,2013,,,
A08755,Hill,Married,M,65223,Materials,80218,48,Gold,2,9000,QUARTERLY,ACTIVE,3,31,2013,,,
A08811,Patton,Married,M,66393,Telecommunication Services,80218,51,Bronze,2,5000,MONTHLY,ACTIVE,3,31,2013,,,
A08436,Warren,Married,M,45331,Industrials,80218,51,Platinum,3,15000,ANNUAL,ACTIVE,3,31,2013,,,
A08691,Kennedy,Married,F,74264,Health Care,80218,56,Silver,3,7000,ANNUAL,ACTIVE,3,31,2013,,,
A08681,Lloyd,Married,M,66031,Utilities,80218,59,Gold,3,9000,ANNUAL,ACTIVE,3,31,2013,,,
A05652,Perez,Single,F,69524,Consumer Staples,80218,23,Silver,0,7000,ANNUAL,ACTIVE,3,31,2011,,,
A05681,Harvey,Married,M,103674,Materials,80218,54,Gold,2,9000,ANNUAL,ACTIVE,3,31,2011,,,
A03527,Osborne,Single,M,93317,Utilities,80218,22,Platinum,0,15000,ANNUAL,ACTIVE,3,31,2010,,,
A03653,Aguilar,Married,M,98755,Information Technology,80218,36,Platinum,3,15000,QUARTERLY,ACTIVE,3,31,2010,,,
A03612,Warner,Married,F,68050,Unclassified,80218,45,Gold,2,9000,ANNUAL,ACTIVE,3,31,2010,,,
A03654,Torres,Married,M,68738,Real Estate,80218,50,Platinum,2,15000,ANNUAL,ACTIVE,3,31,2010,,,
A03711,Stokes,Married,M,41210,Information Technology,80218,51,Platinum,2,15000,ANNUAL,ACTIVE,3,31,2010,,,
A03696,Fox,Widowed,M,98429,Energy,80218,68,Platinum,0,15000,SEMI-ANNUAL,ACTIVE,3,31,2010,,,
A01571,Porter,Single,M,109688,Consumer Discretionary,80218,19,Bronze,0,5000,SEMI-ANNUAL,ACTIVE,3,31,2009,,,
A01560,Brooks,Married,M,38225,Consumer Staples,80218,44,Bronze,2,5000,ANNUAL,ACTIVE,3,31,2009,,,
A08576,Hicks,Married,M,38807,Unclassified,80218,55,Bronze,1,5000,ANNUAL,ACTIVE,3,30,2013,,,
A06808,Douglas,Married,M,97532,Unclassified,80218,35,Silver,1,7000,ANNUAL,ACTIVE,3,30,2012,,,
A05621,Cannon,Married,M,96971,Financials,80218,47,Gold,3,9000,ANNUAL,ACTIVE,3,30,2011,,,
A00015,Martinez,Married,M,99189,Health Care,80218,39,Bronze,3,5000,QUARTERLY,ACTIVE,3,30,2007,,,
A06805,Banks,Married,M,36327,Financials,80218,37,Silver,1,7000,SEMI-ANNUAL,ACTIVE,3,29,2012,,,
A03407,Banks,Single,M,116423,Unclassified,80218,27,Silver,0,7000,ANNUAL,ACTIVE,3,26,2010,,,
A03449,Fisher,Married,M,93544,Utilities,80218,45,Silver,2,7000,ANNUAL,ACTIVE,3,26,2010,,,
A03436,Knight,Widowed,M,74236,Financials,80218,64,Silver,0,7000,ANNUAL,ACTIVE,3,26,2010,,,
A00346,McKinney,Married,M,45530,Energy,80218,27,Silver,1,7000,ANNUAL,ACTIVE,3,25,2008,,,
A01439,Gregory,Single,M,43551,Health Care,80218,23,Platinum,0,15000,ANNUAL,ACTIVE,3,23,2009,,,
A08433,Walton,Married,M,79805,Energy,80218,45,Silver,3,7000,ANNUAL,ACTIVE,3,22,2013,,,
A08372,Maxwell,Married,M,84605,Consumer Discretionary,80218,51,Platinum,1,15000,ANNUAL,ACTIVE,3,22,2013,,,
A06667,Rowe,Married,M,60708,Real Estate,80218,36,Platinum,1,15000,ANNUAL,ACTIVE,3,22,2012,,,
A06584,Stanley,Married,F,96784,Telecommunication Services,80218,54,Bronze,1,5000,ANNUAL,ACTIVE,3,22,2012,,,
A08440,Meyer,Married,F,46644,Energy,80218,52,Gold,3,9000,MONTHLY,ACTIVE,3,19,2013,,,
A03321,Gross,Married,M,102622,Health Care,80218,27,Silver,2,7000,ANNUAL,ACTIVE,3,19,2010,,,
A03313,Allison,Married,F,80475,Consumer Discretionary,80218,39,Platinum,3,15000,ANNUAL,ACTIVE,3,19,2010,,,
A08396,Warren,Married,M,39270,Consumer Discretionary,80218,53,Bronze,3,5000,SEMI-ANNUAL,ACTIVE,3,18,2013,,,
A08387,Fernandez,Married,F,37239,Health Care,80218,63,Bronze,1,5000,SEMI-ANNUAL,ACTIVE,3,18,2013,,,
A05522,Mendez,Married,F,81331,Financials,80218,57,Platinum,1,15000,MONTHLY,ACTIVE,3,18,2011,,,
A00318,Lee,Married,M,105230,Utilities,80218,46,Platinum,1,15000,ANNUAL,ACTIVE,3,17,2008,,,
A01418,Palmer,Married,M,41389,Unclassified,80218,29,Gold,3,9000,ANNUAL,ACTIVE,3,16,2009,,,
A01401,Knight,Single,M,79172,Telecommunication Services,80218,24,Bronze,0,5000,MONTHLY,ACTIVE,3,13,2009,,,
A01294,Quinn,Married,F,48007,Consumer Staples,80218,25,Silver,3,7000,MONTHLY,ACTIVE,3,13,2009,,,
A08295,Sherman,Married,M,113131,Consumer Staples,80218,50,Platinum,2,15000,MONTHLY,ACTIVE,3,11,2013,,,
A08296,Roberson,Married,M,45046,Financials,80218,50,Platinum,3,15000,MONTHLY,ACTIVE,3,8,2013,,,
A05485,Norris,Married,F,43434,Industrials,80218,47,Silver,2,7000,ANNUAL,ACTIVE,3,8,2011,,,
A05474,Carpenter,Married,F,56623,Health Care,80218,38,Platinum,2,15000,SEMI-ANNUAL,ACTIVE,3,4,2011,,,
A03097,Fuller,Married,F,49422,Health Care,80218,55,Silver,2,7000,ANNUAL,ACTIVE,2,26,2010,,,
A01269,Lyons,Married,F,81348,Financials,80218,39,Bronze,3,5000,ANNUAL,ACTIVE,2,26,2009,,,
A00213,Boyd,Married,M,72159,Telecommunication Services,80218,49,Bronze,1,5000,ANNUAL,ACTIVE,2,21,2008,,,
A05397,McLaughlin,Married,M,90126,Health Care,80218,35,Platinum,3,15000,ANNUAL,ACTIVE,2,16,2011,,,
A08097,Reid,Married,M,35214,Consumer Staples,80218,51,Gold,1,9000,ANNUAL,ACTIVE,2,13,2013,,,
A05369,Bates,Single,F,53355,Consumer Discretionary,80218,27,Gold,0,9000,MONTHLY,ACTIVE,2,11,2011,,,
A02871,Barber,Married,M,105596,Industrials,80218,48,Platinum,1,15000,SEMI-ANNUAL,ACTIVE,2,10,2010,,,
A02891,Moore,Married,M,105732,Telecommunication Services,80218,53,Silver,3,7000,SEMI-ANNUAL,ACTIVE,2,3,2010,,,
A01271,Gregory,Married,F,56373,Health Care,80218,37,Bronze,3,5000,ANNUAL,ACTIVE,2,3,2009,,,
A08051,Riley,Married,M,50309,Energy,80218,47,Bronze,3,5000,ANNUAL,ACTIVE,1,31,2013,,,
A08053,Ryan,Married,F,97268,Real Estate,80218,60,Silver,2,7000,MONTHLY,ACTIVE,1,31,2013,,,
A08018,Parker,Married,M,95422,Utilities,80218,64,Platinum,2,15000,MONTHLY,ACTIVE,1,29,2013,,,
A02797,Benson,Married,M,101747,Financials,80218,35,Platinum,2,15000,ANNUAL,ACTIVE,1,29,2010,,,
A01259,Tate,Married,F,55294,Health Care,80218,45,Gold,3,9000,ANNUAL,ACTIVE,1,29,2009,,,
A00166,Robinson,Married,F,62898,Unclassified,80218,45,Gold,3,9000,ANNUAL,ACTIVE,1,24,2008,,,
A07971,Young,Married,M,74756,Unclassified,80218,36,Platinum,3,15000,SEMI-ANNUAL,ACTIVE,1,23,2013,,,
A07965,Garcia,Single,M,65964,Energy,80218,30,Gold,0,9000,ANNUAL,ACTIVE,1,21,2013,,,
A05208,Floyd,Married,M,77784,Financials,80218,62,Gold,2,9000,ANNUAL,ACTIVE,1,17,2011,,,
A07640,Daniel,Married,M,80805,Information Technology,80218,49,Platinum,1,15000,ANNUAL,ACTIVE,1,16,2013,,,
A02643,McGee,Married,M,48763,Real Estate,80218,50,Bronze,2,5000,ANNUAL,ACTIVE,1,15,2010,,,
A07918,Watson,Married,F,64894,Real Estate,80218,45,Gold,2,9000,ANNUAL,ACTIVE,1,14,2013,,,
A06287,Castro,Single,M,44908,Consumer Staples,80218,27,Silver,0,7000,SEMI-ANNUAL,ACTIVE,1,12,2012,,,
A00137,Freeman,Married,F,35805,Materials,80218,29,Platinum,1,15000,MONTHLY,ACTIVE,1,4,2008,,,
A07806,Norman,Married,M,44299,Real Estate,80219,35,Bronze,3,5000,ANNUAL,ACTIVE,12,31,2012,,,
A07855,Patterson,Married,M,83225,Utilities,80219,38,Gold,3,9000,MONTHLY,ACTIVE,12,31,2012,,,
A07808,Nichols,Married,F,58589,Health Care,80219,40,Bronze,3,5000,ANNUAL,ACTIVE,12,31,2012,,,
A07814,Butler,Married,F,55569,Materials,80219,66,Bronze,2,5000,MONTHLY,ACTIVE,12,31,2012,,,
A07797,Johnson,Married,M,78667,Consumer Staples,80219,67,Silver,1,7000,MONTHLY,ACTIVE,12,31,2012,,,
A01169,Guzman,Married,M,115771,Utilities,80219,53,Bronze,1,5000,SEMI-ANNUAL,ACTIVE,12,31,2008,,,
A05099,Phelps,Married,M,109432,Consumer Discretionary,80219,43,Silver,1,7000,SEMI-ANNUAL,ACTIVE,12,29,2010,,,
A02466,Santos,Married,M,75698,Consumer Discretionary,80219,40,Platinum,3,15000,ANNUAL,ACTIVE,12,29,2009,,,
A01106,Morales,Married,F,92649,Consumer Staples,80219,36,Silver,3,7000,SEMI-ANNUAL,ACTIVE,12,29,2008,,,
A02495,Gilbert,Married,F,102824,Information Technology,80219,57,Platinum,3,15000,ANNUAL,ACTIVE,12,24,2009,,,
A06159,Lewis,Married,F,70497,Unclassified,80219,44,Gold,3,9000,MONTHLY,ACTIVE,12,14,2011,,,
A04985,Lewis,Single,M,56778,Real Estate,80219,40,Gold,0,9000,MONTHLY,ACTIVE,12,3,2010,,,
A07560,Davis,Married,M,52499,Consumer Discretionary,80219,37,Bronze,2,5000,MONTHLY,ACTIVE,11,30,2012,,,
A07566,Ray,Married,F,84467,Consumer Discretionary,80219,57,Bronze,3,5000,ANNUAL,ACTIVE,11,30,2012,,,
A06146,Castillo,Married,M,38203,Industrials,80219,38,Silver,3,7000,ANNUAL,ACTIVE,11,30,2011,,,
A10341,Summers,Single,M,117274,Consumer Staples,80219,22,Gold,0,9000,ANNUAL,ACTIVE,11,29,2013,,,
A10335,Valdez,Single,M,46494,Materials,80219,22,Gold,0,9000,ANNUAL,ACTIVE,11,29,2013,,,
A10327,Perez,Married,M,44521,Unclassified,80219,44,Platinum,1,15000,MONTHLY,ACTIVE,11,29,2013,,,
A01013,Rios,Single,M,58411,Materials,80219,22,Platinum,0,15000,SEMI-ANNUAL,ACTIVE,11,28,2008,,,
A06116,Harvey,Married,M,84801,Utilities,80219,33,Bronze,1,5000,MONTHLY,ACTIVE,11,25,2011,,,
A10089,Wade,Married,F,100805,Consumer Staples,80219,47,Platinum,3,15000,SEMI-ANNUAL,ACTIVE,11,19,2013,,,
A10075,Barber,Single,M,70103,Unclassified,80219,24,Bronze,0,5000,QUARTERLY,ACTIVE,11,18,2013,,,
A10208,Dennis,Married,M,40388,Telecommunication Services,80219,44,Gold,2,9000,SEMI-ANNUAL,ACTIVE,11,13,2013,,,
A07440,Silva,Married,M,67108,Utilities,80219,55,Platinum,1,15000,ANNUAL,ACTIVE,10,30,2012,,,
A10019,Daniel,Married,M,98659,Energy,80219,64,Silver,3,7000,ANNUAL,ACTIVE,10,29,2013,,,
A04945,Dixon,Married,M,90425,Information Technology,80219,41,Bronze,3,5000,ANNUAL,ACTIVE,10,29,2010,,,
A04884,Vasquez,Married,M,84194,Utilities,80219,48,Bronze,3,5000,ANNUAL,ACTIVE,10,29,2010,,,
A10092,Newman,Married,M,100662,Real Estate,80219,28,Gold,1,9000,ANNUAL,ACTIVE,10,28,2013,,,
A06034,Ballard,Married,F,89277,Real Estate,80219,36,Silver,2,7000,SEMI-ANNUAL,ACTIVE,10,28,2011,,,
